person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,emp_length_clean,int_rate_clean,lti_ratio,default_history_flag,risk_tier
22,80000,MORTGAGE,0.0,MEDICAL,C,2000,14.72,0,0.03,True,3,0.0,14.72,0.025,1,Tier 1: Low Risk (Prime)
22,54000,RENT,4.0,DEBTCONSOLIDATION,C,9000,15.96,0,0.17,True,3,4.0,15.96,0.167,1,Tier 2: Medium Risk (Standard)
25,70000,RENT,4.0,PERSONAL,C,8000,15.96,0,0.11,True,3,4.0,15.96,0.114,1,Tier 1: Low Risk (Prime)
22,40000,RENT,0.0,MEDICAL,C,9600,14.72,0,0.24,True,2,0.0,14.72,0.24,1,Tier 2: Medium Risk (Standard)
22,35000,RENT,4.0,EDUCATION,C,5000,15.96,1,0.14,False,4,4.0,15.96,0.143,0,Tier 1: Low Risk (Prime)
26,280000,RENT,4.0,PERSONAL,C,10000,15.96,0,0.04,True,3,4.0,15.96,0.036,1,Tier 1: Low Risk (Prime)
29,62000,RENT,13.0,EDUCATION,C,9000,,0,0.15,False,9,13.0,13.46,0.145,0,Tier 1: Low Risk (Prime)
22,42000,RENT,0.0,VENTURE,C,3600,14.72,0,0.09,True,4,0.0,14.72,0.086,1,Tier 1: Low Risk (Prime)
33,103000,RENT,0.0,EDUCATION,C,9000,14.65,1,0.09,True,9,0.0,14.65,0.087,1,Tier 1: Low Risk (Prime)
24,85000,RENT,0.0,MEDICAL,C,15000,13.11,0,0.18,False,3,0.0,13.11,0.176,0,Tier 2: Medium Risk (Standard)
33,42000,RENT,0.0,DEBTCONSOLIDATION,C,2000,14.65,0,0.05,False,10,0.0,14.65,0.048,0,Tier 1: Low Risk (Prime)
27,68000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,3000,14.65,0,0.04,True,10,0.0,14.65,0.044,1,Tier 1: Low Risk (Prime)
27,30000,RENT,0.0,EDUCATION,C,1500,,0,0.05,False,6,0.0,13.46,0.05,0,Tier 1: Low Risk (Prime)
29,40000,RENT,0.0,VENTURE,C,9250,14.65,0,0.23,False,7,0.0,14.65,0.231,0,Tier 2: Medium Risk (Standard)
30,57600,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6000,14.65,0,0.1,False,8,0.0,14.65,0.104,0,Tier 1: Low Risk (Prime)
30,50000,RENT,0.0,DEBTCONSOLIDATION,C,7000,14.65,0,0.14,False,9,0.0,14.65,0.14,0,Tier 1: Low Risk (Prime)
27,33000,RENT,0.0,PERSONAL,C,8875,14.65,0,0.27,False,8,0.0,14.65,0.269,0,Tier 2: Medium Risk (Standard)
33,87550,RENT,0.0,MEDICAL,C,9000,14.65,1,0.09,True,7,0.0,14.65,0.103,1,Tier 1: Low Risk (Prime)
43,11340,RENT,4.0,EDUCATION,C,1950,,1,0.17,False,11,4.0,13.46,0.172,0,Tier 2: Medium Risk (Standard)
27,30000,RENT,0.0,MEDICAL,C,4500,14.65,0,0.15,False,9,0.0,14.65,0.15,0,Tier 1: Low Risk (Prime)
24,190000,OWN,4.0,PERSONAL,C,24000,15.62,0,0.13,True,3,4.0,15.62,0.126,1,Tier 1: Low Risk (Prime)
33,48000,RENT,0.0,MEDICAL,C,4000,14.65,0,0.08,False,5,0.0,14.65,0.083,0,Tier 1: Low Risk (Prime)
29,17000,RENT,0.0,EDUCATION,C,1450,,0,0.09,False,6,0.0,13.46,0.085,0,Tier 1: Low Risk (Prime)
33,350000,MORTGAGE,0.0,VENTURE,C,10000,14.65,0,0.03,True,10,0.0,14.65,0.029,1,Tier 1: Low Risk (Prime)
23,30000,RENT,0.0,EDUCATION,C,8400,14.65,0,0.28,False,3,0.0,14.65,0.28,0,Tier 2: Medium Risk (Standard)
23,75000,OWN,0.0,EDUCATION,C,5000,14.65,0,0.07,False,4,0.0,14.65,0.067,0,Tier 1: Low Risk (Prime)
23,60000,RENT,0.0,EDUCATION,C,9600,14.65,0,0.16,True,2,0.0,14.65,0.16,1,Tier 2: Medium Risk (Standard)
31,14400,RENT,0.0,EDUCATION,C,1250,,1,0.09,False,8,0.0,13.46,0.087,0,Tier 1: Low Risk (Prime)
25,55000,RENT,0.0,DEBTCONSOLIDATION,C,8575,14.65,0,0.16,False,3,0.0,14.65,0.156,0,Tier 2: Medium Risk (Standard)
24,73700,RENT,0.0,VENTURE,C,5500,14.65,0,0.07,False,3,0.0,14.65,0.075,0,Tier 1: Low Risk (Prime)
23,30000,RENT,0.0,MEDICAL,C,8400,14.65,0,0.28,False,3,0.0,14.65,0.28,0,Tier 2: Medium Risk (Standard)
26,44600,RENT,0.0,EDUCATION,C,4800,14.65,0,0.11,False,2,0.0,14.65,0.108,0,Tier 1: Low Risk (Prime)
23,115000,RENT,0.0,PERSONAL,C,10800,14.65,0,0.09,False,4,0.0,14.65,0.094,0,Tier 1: Low Risk (Prime)
22,66000,RENT,0.0,VENTURE,C,3300,14.65,0,0.05,True,2,0.0,14.65,0.05,1,Tier 1: Low Risk (Prime)
27,45000,RENT,4.0,MEDICAL,C,7500,15.27,0,0.17,False,8,4.0,15.27,0.167,0,Tier 2: Medium Risk (Standard)
32,54000,MORTGAGE,4.0,MEDICAL,C,12000,15.27,0,0.22,False,6,4.0,15.27,0.222,0,Tier 2: Medium Risk (Standard)
25,92085,MORTGAGE,4.0,HOMEIMPROVEMENT,C,2500,15.27,1,0.03,True,3,4.0,15.27,0.027,1,Tier 1: Low Risk (Prime)
22,71400,MORTGAGE,4.0,MEDICAL,C,21600,15.27,1,0.26,True,2,4.0,15.27,0.303,1,Tier 2: Medium Risk (Standard)
25,58000,RENT,0.0,MEDICAL,C,22000,14.65,1,0.38,False,2,0.0,14.65,0.379,0,Tier 2: Medium Risk (Standard)
24,80000,MORTGAGE,4.0,PERSONAL,C,2000,15.27,0,0.03,True,3,4.0,15.27,0.025,1,Tier 1: Low Risk (Prime)
26,63000,MORTGAGE,4.0,EDUCATION,C,12000,15.27,1,0.19,False,2,4.0,15.27,0.19,0,Tier 2: Medium Risk (Standard)
23,30000,RENT,4.0,DEBTCONSOLIDATION,C,7925,15.27,0,0.26,True,4,4.0,15.27,0.264,1,Tier 2: Medium Risk (Standard)
25,54990,RENT,4.0,DEBTCONSOLIDATION,C,7200,15.27,0,0.13,True,3,4.0,15.27,0.131,1,Tier 1: Low Risk (Prime)
21,50000,RENT,4.0,MEDICAL,C,7000,15.27,0,0.14,True,4,4.0,15.27,0.14,1,Tier 1: Low Risk (Prime)
22,62000,RENT,4.0,EDUCATION,C,2000,15.27,0,0.03,False,2,4.0,15.27,0.032,0,Tier 1: Low Risk (Prime)
40,63000,RENT,4.0,EDUCATION,C,7700,15.23,0,0.12,True,11,4.0,15.23,0.122,1,Tier 1: Low Risk (Prime)
35,35000,MORTGAGE,4.0,MEDICAL,C,5200,15.23,0,0.15,False,6,4.0,15.23,0.149,0,Tier 1: Low Risk (Prime)
24,95000,OWN,4.0,PERSONAL,C,10000,15.23,0,0.11,False,4,4.0,15.23,0.105,0,Tier 1: Low Risk (Prime)
21,9000,RENT,4.0,HOMEIMPROVEMENT,C,3000,15.23,1,0.33,False,4,4.0,15.23,0.333,0,Tier 2: Medium Risk (Standard)
24,95000,OWN,4.0,HOMEIMPROVEMENT,C,10000,15.23,0,0.11,True,3,4.0,15.23,0.105,1,Tier 1: Low Risk (Prime)
23,60000,RENT,4.0,PERSONAL,C,11400,15.23,0,0.19,True,4,4.0,15.23,0.19,1,Tier 2: Medium Risk (Standard)
25,95000,RENT,4.0,PERSONAL,C,8000,15.23,0,0.08,False,4,4.0,15.23,0.084,0,Tier 1: Low Risk (Prime)
23,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,13600,15.23,0,0.24,True,4,4.0,15.23,0.243,1,Tier 2: Medium Risk (Standard)
22,24996,RENT,4.0,PERSONAL,C,5300,15.23,0,0.21,True,4,4.0,15.23,0.212,1,Tier 2: Medium Risk (Standard)
23,58000,RENT,4.0,EDUCATION,C,1200,15.23,0,0.02,False,4,4.0,15.23,0.021,0,Tier 1: Low Risk (Prime)
23,65500,RENT,4.0,MEDICAL,C,35000,15.23,1,0.53,False,2,4.0,15.23,0.534,0,Tier 3: High Risk (Subprime)
34,39000,RENT,0.0,HOMEIMPROVEMENT,C,22400,,1,0.57,True,9,0.0,13.46,0.574,1,Tier 3: High Risk (Subprime)
24,39996,MORTGAGE,4.0,EDUCATION,C,5000,14.82,0,0.13,True,3,4.0,14.82,0.125,1,Tier 1: Low Risk (Prime)
38,56100,MORTGAGE,4.0,MEDICAL,C,6100,14.79,1,0.09,True,14,4.0,14.79,0.109,1,Tier 1: Low Risk (Prime)
43,33500,RENT,4.0,PERSONAL,C,6225,14.79,0,0.19,False,17,4.0,14.79,0.186,0,Tier 2: Medium Risk (Standard)
30,33000,RENT,4.0,DEBTCONSOLIDATION,C,1000,14.79,0,0.03,True,9,4.0,14.79,0.03,1,Tier 1: Low Risk (Prime)
34,120602,MORTGAGE,4.0,MEDICAL,C,20000,14.79,0,0.17,False,8,4.0,14.79,0.166,0,Tier 2: Medium Risk (Standard)
30,96000,RENT,4.0,PERSONAL,C,12900,14.79,0,0.13,False,9,4.0,14.79,0.134,0,Tier 1: Low Risk (Prime)
30,61000,RENT,4.0,MEDICAL,C,4800,14.79,0,0.08,False,10,4.0,14.79,0.079,0,Tier 1: Low Risk (Prime)
30,32000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,6625,14.79,0,0.21,False,10,4.0,14.79,0.207,0,Tier 2: Medium Risk (Standard)
34,18000,RENT,4.0,MEDICAL,C,2400,14.79,0,0.13,False,10,4.0,14.79,0.133,0,Tier 1: Low Risk (Prime)
30,33000,RENT,4.0,MEDICAL,C,1000,14.79,0,0.03,False,10,4.0,14.79,0.03,0,Tier 1: Low Risk (Prime)
26,200000,MORTGAGE,4.0,MEDICAL,C,15000,14.79,0,0.07,False,4,4.0,14.79,0.075,0,Tier 1: Low Risk (Prime)
23,36000,MORTGAGE,4.0,PERSONAL,C,5000,14.79,0,0.14,False,2,4.0,14.79,0.139,0,Tier 1: Low Risk (Prime)
26,200000,MORTGAGE,4.0,EDUCATION,C,15000,14.79,0,0.07,False,3,4.0,14.79,0.075,0,Tier 1: Low Risk (Prime)
30,17280,MORTGAGE,0.0,PERSONAL,C,2000,,0,0.12,False,7,0.0,13.46,0.116,0,Tier 1: Low Risk (Prime)
39,28800,RENT,4.0,PERSONAL,C,3250,14.72,0,0.11,False,16,4.0,14.72,0.113,0,Tier 1: Low Risk (Prime)
45,38400,RENT,4.0,DEBTCONSOLIDATION,C,1000,14.72,0,0.03,True,12,4.0,14.72,0.026,1,Tier 1: Low Risk (Prime)
27,40000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,8000,14.72,0,0.2,False,7,4.0,14.72,0.2,0,Tier 2: Medium Risk (Standard)
31,10800,RENT,4.0,MEDICAL,C,2000,14.72,1,0.19,True,6,4.0,14.72,0.185,1,Tier 2: Medium Risk (Standard)
29,15600,RENT,4.0,PERSONAL,C,5275,14.72,1,0.34,True,8,4.0,14.72,0.338,1,Tier 2: Medium Risk (Standard)
27,40000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,8000,14.72,0,0.2,False,9,4.0,14.72,0.2,0,Tier 2: Medium Risk (Standard)
27,36000,OWN,4.0,MEDICAL,C,1050,14.72,0,0.03,True,5,4.0,14.72,0.029,1,Tier 1: Low Risk (Prime)
31,10800,RENT,4.0,VENTURE,C,2000,14.72,1,0.19,True,5,4.0,14.72,0.185,1,Tier 2: Medium Risk (Standard)
23,35004,RENT,4.0,MEDICAL,C,5000,14.72,0,0.14,True,3,4.0,14.72,0.143,1,Tier 1: Low Risk (Prime)
21,14400,OWN,4.0,VENTURE,C,6250,14.72,1,0.43,False,2,4.0,14.72,0.434,0,Tier 3: High Risk (Subprime)
36,44000,RENT,4.0,DEBTCONSOLIDATION,C,16000,14.65,1,0.36,False,11,4.0,14.65,0.364,0,Tier 2: Medium Risk (Standard)
31,77000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,10000,14.65,0,0.13,False,6,4.0,14.65,0.13,0,Tier 1: Low Risk (Prime)
28,45000,RENT,4.0,MEDICAL,C,9000,14.65,0,0.2,False,6,4.0,14.65,0.2,0,Tier 2: Medium Risk (Standard)
28,140000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,18000,14.65,0,0.13,True,7,4.0,14.65,0.129,1,Tier 1: Low Risk (Prime)
31,77000,MORTGAGE,4.0,VENTURE,C,10000,14.65,0,0.13,False,5,4.0,14.65,0.13,0,Tier 1: Low Risk (Prime)
28,45000,RENT,4.0,DEBTCONSOLIDATION,C,9000,14.65,0,0.2,False,10,4.0,14.65,0.2,0,Tier 2: Medium Risk (Standard)
27,30000,RENT,4.0,VENTURE,C,6000,14.65,0,0.2,True,9,4.0,14.65,0.2,1,Tier 2: Medium Risk (Standard)
27,42000,OWN,4.0,EDUCATION,C,10000,14.65,0,0.24,False,7,4.0,14.65,0.238,0,Tier 2: Medium Risk (Standard)
27,49200,RENT,4.0,DEBTCONSOLIDATION,C,4800,14.65,0,0.1,False,7,4.0,14.65,0.098,0,Tier 1: Low Risk (Prime)
28,60372,RENT,4.0,DEBTCONSOLIDATION,C,18000,14.65,0,0.3,True,5,4.0,14.65,0.298,1,Tier 2: Medium Risk (Standard)
23,74800,MORTGAGE,4.0,MEDICAL,C,8400,14.65,1,0.1,False,4,4.0,14.65,0.112,0,Tier 1: Low Risk (Prime)
23,88000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,8400,14.65,1,0.1,False,4,4.0,14.65,0.095,0,Tier 1: Low Risk (Prime)
23,90000,MORTGAGE,4.0,PERSONAL,C,20000,14.65,0,0.22,True,3,4.0,14.65,0.222,1,Tier 2: Medium Risk (Standard)
24,70000,RENT,4.0,VENTURE,C,10125,14.65,0,0.14,True,3,4.0,14.65,0.145,1,Tier 1: Low Risk (Prime)
25,69000,MORTGAGE,4.0,EDUCATION,C,4500,14.65,1,0.07,True,2,4.0,14.65,0.065,1,Tier 1: Low Risk (Prime)
26,43000,RENT,4.0,EDUCATION,C,10000,14.65,0,0.23,False,4,4.0,14.65,0.233,0,Tier 2: Medium Risk (Standard)
23,33000,RENT,4.0,EDUCATION,C,10000,14.65,0,0.3,False,3,4.0,14.65,0.303,0,Tier 2: Medium Risk (Standard)
25,50400,MORTGAGE,4.0,VENTURE,C,3000,14.65,0,0.06,False,3,4.0,14.65,0.06,0,Tier 1: Low Risk (Prime)
38,74237,MORTGAGE,4.0,DEBTCONSOLIDATION,C,18000,14.35,0,0.24,False,17,4.0,14.35,0.242,0,Tier 2: Medium Risk (Standard)
38,74237,MORTGAGE,4.0,PERSONAL,C,18000,14.35,0,0.24,True,15,4.0,14.35,0.242,1,Tier 2: Medium Risk (Standard)
44,32004,RENT,4.0,EDUCATION,C,4000,14.35,0,0.12,False,13,4.0,14.35,0.125,0,Tier 1: Low Risk (Prime)
31,66000,RENT,4.0,DEBTCONSOLIDATION,C,6000,14.35,1,0.09,False,5,4.0,14.35,0.091,0,Tier 1: Low Risk (Prime)
22,30000,RENT,4.0,EDUCATION,C,10000,14.35,1,0.33,False,3,4.0,14.35,0.333,0,Tier 2: Medium Risk (Standard)
25,66000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,15000,14.35,0,0.23,False,4,4.0,14.35,0.227,0,Tier 2: Medium Risk (Standard)
25,48000,RENT,4.0,EDUCATION,C,8000,14.35,0,0.17,False,2,4.0,14.35,0.167,0,Tier 2: Medium Risk (Standard)
22,42000,RENT,4.0,DEBTCONSOLIDATION,C,4800,14.35,0,0.11,False,4,4.0,14.35,0.114,0,Tier 1: Low Risk (Prime)
24,40000,OWN,4.0,PERSONAL,C,2000,14.35,0,0.05,False,2,4.0,14.35,0.05,0,Tier 1: Low Risk (Prime)
22,39996,RENT,4.0,PERSONAL,C,3000,14.35,0,0.08,True,3,4.0,14.35,0.075,1,Tier 1: Low Risk (Prime)
40,85000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,5000,14.27,0,0.06,False,16,4.0,14.27,0.059,0,Tier 1: Low Risk (Prime)
29,140000,MORTGAGE,4.0,EDUCATION,C,16775,14.27,0,0.12,True,10,4.0,14.27,0.12,1,Tier 1: Low Risk (Prime)
29,111740,MORTGAGE,4.0,PERSONAL,C,5000,14.27,0,0.04,True,6,4.0,14.27,0.045,1,Tier 1: Low Risk (Prime)
31,46000,RENT,4.0,DEBTCONSOLIDATION,C,11200,14.27,0,0.24,True,6,4.0,14.27,0.243,1,Tier 2: Medium Risk (Standard)
30,57000,RENT,4.0,VENTURE,C,7500,14.27,0,0.13,False,5,4.0,14.27,0.132,0,Tier 1: Low Risk (Prime)
35,93000,RENT,4.0,PERSONAL,C,6000,14.27,0,0.06,True,9,4.0,14.27,0.065,1,Tier 1: Low Risk (Prime)
35,46000,RENT,4.0,PERSONAL,C,8800,14.27,0,0.19,False,7,4.0,14.27,0.191,0,Tier 2: Medium Risk (Standard)
28,29950,RENT,4.0,EDUCATION,C,3825,14.27,0,0.13,False,8,4.0,14.27,0.128,0,Tier 1: Low Risk (Prime)
27,31200,MORTGAGE,4.0,EDUCATION,C,15000,14.27,0,0.48,True,10,4.0,14.27,0.481,1,Tier 3: High Risk (Subprime)
27,44544,RENT,4.0,MEDICAL,C,16425,14.27,1,0.37,True,5,4.0,14.27,0.369,1,Tier 2: Medium Risk (Standard)
29,160000,RENT,4.0,VENTURE,C,35000,14.27,0,0.22,True,8,4.0,14.27,0.219,1,Tier 2: Medium Risk (Standard)
23,52800,RENT,4.0,VENTURE,C,14000,14.27,0,0.27,False,4,4.0,14.27,0.265,0,Tier 2: Medium Risk (Standard)
21,12000,RENT,0.0,PERSONAL,C,2200,,1,0.18,False,4,0.0,13.46,0.183,0,Tier 2: Medium Risk (Standard)
23,45000,MORTGAGE,4.0,VENTURE,C,8650,14.27,0,0.19,False,3,4.0,14.27,0.192,0,Tier 2: Medium Risk (Standard)
23,52800,RENT,4.0,VENTURE,C,14000,14.27,0,0.27,False,3,4.0,14.27,0.265,0,Tier 2: Medium Risk (Standard)
23,44160,RENT,4.0,EDUCATION,C,10000,14.27,0,0.23,True,3,4.0,14.27,0.226,1,Tier 2: Medium Risk (Standard)
22,40000,RENT,4.0,EDUCATION,C,10000,14.27,0,0.25,True,3,4.0,14.27,0.25,1,Tier 2: Medium Risk (Standard)
24,80000,RENT,0.0,EDUCATION,C,10000,,0,0.13,True,4,0.0,13.46,0.125,1,Tier 1: Low Risk (Prime)
21,24000,RENT,4.0,HOMEIMPROVEMENT,C,9600,14.27,1,0.4,False,4,4.0,14.27,0.4,0,Tier 2: Medium Risk (Standard)
23,60500,MORTGAGE,4.0,EDUCATION,C,5000,14.27,0,0.08,True,3,4.0,14.27,0.083,1,Tier 1: Low Risk (Prime)
22,65000,RENT,4.0,EDUCATION,C,7000,14.27,0,0.11,True,4,4.0,14.27,0.108,1,Tier 1: Low Risk (Prime)
22,25000,RENT,4.0,MEDICAL,C,5825,14.27,0,0.23,False,2,4.0,14.27,0.233,0,Tier 2: Medium Risk (Standard)
25,45000,MORTGAGE,4.0,VENTURE,C,10400,14.27,0,0.23,True,2,4.0,14.27,0.231,1,Tier 2: Medium Risk (Standard)
23,45000,MORTGAGE,4.0,EDUCATION,C,8650,14.27,0,0.19,False,2,4.0,14.27,0.192,0,Tier 2: Medium Risk (Standard)
22,43000,MORTGAGE,4.0,PERSONAL,C,6600,14.27,0,0.15,True,2,4.0,14.27,0.153,1,Tier 2: Medium Risk (Standard)
25,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,6500,14.27,0,0.22,False,3,4.0,14.27,0.217,0,Tier 2: Medium Risk (Standard)
22,54000,RENT,4.0,DEBTCONSOLIDATION,C,1300,14.27,1,0.02,True,2,4.0,14.27,0.024,1,Tier 1: Low Risk (Prime)
40,54000,RENT,4.0,PERSONAL,C,15000,14.26,0,0.28,False,12,4.0,14.26,0.278,0,Tier 2: Medium Risk (Standard)
40,84000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,17925,14.26,0,0.21,False,16,4.0,14.26,0.213,0,Tier 2: Medium Risk (Standard)
39,64000,RENT,4.0,EDUCATION,C,23500,14.26,1,0.37,False,13,4.0,14.26,0.367,0,Tier 2: Medium Risk (Standard)
30,73000,RENT,4.0,VENTURE,C,12000,14.26,1,0.16,True,5,4.0,14.26,0.164,1,Tier 2: Medium Risk (Standard)
30,40000,RENT,4.0,VENTURE,C,4500,14.26,0,0.11,True,6,4.0,14.26,0.113,1,Tier 1: Low Risk (Prime)
28,120000,RENT,4.0,EDUCATION,C,20000,14.26,0,0.17,False,7,4.0,14.26,0.167,0,Tier 2: Medium Risk (Standard)
22,33000,MORTGAGE,4.0,VENTURE,C,12500,14.26,0,0.38,True,4,4.0,14.26,0.379,1,Tier 2: Medium Risk (Standard)
24,98000,RENT,4.0,EDUCATION,C,14000,14.26,1,0.14,False,3,4.0,14.26,0.143,0,Tier 1: Low Risk (Prime)
26,86000,MORTGAGE,4.0,VENTURE,C,16000,14.26,0,0.19,False,4,4.0,14.26,0.186,0,Tier 2: Medium Risk (Standard)
22,33000,MORTGAGE,4.0,EDUCATION,C,12500,14.26,0,0.38,False,2,4.0,14.26,0.379,0,Tier 2: Medium Risk (Standard)
39,54000,RENT,4.0,DEBTCONSOLIDATION,C,12000,14.22,1,0.22,True,12,4.0,14.22,0.222,1,Tier 2: Medium Risk (Standard)
44,70000,RENT,4.0,EDUCATION,C,9500,14.22,0,0.14,False,14,4.0,14.22,0.136,0,Tier 1: Low Risk (Prime)
30,50000,OWN,4.0,VENTURE,C,3000,14.22,0,0.06,True,10,4.0,14.22,0.06,1,Tier 1: Low Risk (Prime)
27,33000,RENT,4.0,EDUCATION,C,5000,14.22,0,0.15,True,10,4.0,14.22,0.152,1,Tier 2: Medium Risk (Standard)
23,45600,RENT,4.0,PERSONAL,C,5000,14.22,0,0.11,True,4,4.0,14.22,0.11,1,Tier 1: Low Risk (Prime)
25,30000,RENT,4.0,EDUCATION,C,2000,14.22,0,0.07,False,2,4.0,14.22,0.067,0,Tier 1: Low Risk (Prime)
25,25000,OWN,4.0,MEDICAL,C,17500,14.22,0,0.7,False,2,4.0,14.22,0.7,0,Tier 3: High Risk (Subprime)
22,34800,OWN,4.0,MEDICAL,C,7350,14.22,0,0.21,False,2,4.0,14.22,0.211,0,Tier 2: Medium Risk (Standard)
23,52000,RENT,4.0,DEBTCONSOLIDATION,C,6000,14.22,0,0.12,False,4,4.0,14.22,0.115,0,Tier 1: Low Risk (Prime)
21,59000,RENT,4.0,MEDICAL,C,5000,14.22,1,0.08,False,3,4.0,14.22,0.085,0,Tier 1: Low Risk (Prime)
23,45600,RENT,4.0,VENTURE,C,5000,14.22,0,0.11,False,4,4.0,14.22,0.11,0,Tier 1: Low Risk (Prime)
25,30000,RENT,4.0,MEDICAL,C,2000,14.22,0,0.07,True,4,4.0,14.22,0.067,1,Tier 1: Low Risk (Prime)
23,30000,RENT,4.0,PERSONAL,C,3600,14.17,0,0.12,False,3,4.0,14.17,0.12,0,Tier 1: Low Risk (Prime)
24,32500,RENT,4.0,MEDICAL,C,14000,14.17,1,0.43,False,2,4.0,14.17,0.431,0,Tier 3: High Risk (Subprime)
22,140000,RENT,4.0,VENTURE,C,15000,14.17,0,0.11,True,3,4.0,14.17,0.107,1,Tier 1: Low Risk (Prime)
55,54000,RENT,4.0,DEBTCONSOLIDATION,C,1000,13.99,1,0.02,False,27,4.0,13.99,0.019,0,Tier 1: Low Risk (Prime)
42,67300,RENT,4.0,HOMEIMPROVEMENT,C,13800,13.99,0,0.21,False,16,4.0,13.99,0.205,0,Tier 2: Medium Risk (Standard)
39,42000,RENT,4.0,MEDICAL,C,6500,13.99,0,0.15,True,14,4.0,13.99,0.155,1,Tier 2: Medium Risk (Standard)
30,69000,RENT,4.0,MEDICAL,C,3600,13.99,0,0.05,False,10,4.0,13.99,0.052,0,Tier 1: Low Risk (Prime)
34,90000,RENT,4.0,VENTURE,C,3000,13.99,0,0.03,True,9,4.0,13.99,0.033,1,Tier 1: Low Risk (Prime)
27,102616,RENT,4.0,MEDICAL,C,18000,13.99,1,0.15,True,7,4.0,13.99,0.175,1,Tier 2: Medium Risk (Standard)
23,54000,RENT,4.0,EDUCATION,C,11200,13.99,0,0.21,True,2,4.0,13.99,0.207,1,Tier 2: Medium Risk (Standard)
24,75000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,11200,13.99,0,0.15,True,4,4.0,13.99,0.149,1,Tier 1: Low Risk (Prime)
24,72400,MORTGAGE,4.0,HOMEIMPROVEMENT,C,35000,13.99,0,0.48,False,4,4.0,13.99,0.483,0,Tier 3: High Risk (Subprime)
24,56000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,19125,13.99,0,0.34,True,3,4.0,13.99,0.342,1,Tier 2: Medium Risk (Standard)
24,40000,RENT,4.0,PERSONAL,C,6000,13.99,0,0.15,True,3,4.0,13.99,0.15,1,Tier 1: Low Risk (Prime)
22,38400,RENT,4.0,EDUCATION,C,3500,13.99,0,0.09,False,3,4.0,13.99,0.091,0,Tier 1: Low Risk (Prime)
34,24000,OWN,4.0,VENTURE,C,2400,13.98,0,0.1,True,6,4.0,13.98,0.1,1,Tier 1: Low Risk (Prime)
30,160000,MORTGAGE,4.0,EDUCATION,C,7000,13.98,0,0.04,False,5,4.0,13.98,0.044,0,Tier 1: Low Risk (Prime)
31,115000,MORTGAGE,4.0,VENTURE,C,6500,13.98,0,0.06,False,9,4.0,13.98,0.057,0,Tier 1: Low Risk (Prime)
27,35000,RENT,4.0,DEBTCONSOLIDATION,C,14500,13.98,1,0.41,True,8,4.0,13.98,0.414,1,Tier 3: High Risk (Subprime)
32,55000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,6500,13.98,0,0.12,False,10,4.0,13.98,0.118,0,Tier 1: Low Risk (Prime)
32,107000,RENT,4.0,MEDICAL,C,4000,13.98,0,0.04,False,7,4.0,13.98,0.037,0,Tier 1: Low Risk (Prime)
34,24000,OWN,4.0,HOMEIMPROVEMENT,C,2400,13.98,0,0.1,False,9,4.0,13.98,0.1,0,Tier 1: Low Risk (Prime)
23,45000,RENT,4.0,EDUCATION,C,4800,13.98,0,0.11,False,3,4.0,13.98,0.107,0,Tier 1: Low Risk (Prime)
23,48000,RENT,4.0,EDUCATION,C,1600,13.98,0,0.03,False,3,4.0,13.98,0.033,0,Tier 1: Low Risk (Prime)
26,70000,MORTGAGE,4.0,EDUCATION,C,4000,13.98,0,0.06,True,4,4.0,13.98,0.057,1,Tier 1: Low Risk (Prime)
23,55000,RENT,0.0,VENTURE,C,12300,,0,0.22,False,2,0.0,13.46,0.224,0,Tier 2: Medium Risk (Standard)
26,30000,RENT,4.0,MEDICAL,C,8000,13.98,0,0.27,False,2,4.0,13.98,0.267,0,Tier 2: Medium Risk (Standard)
26,55000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,13000,13.98,0,0.24,True,3,4.0,13.98,0.236,1,Tier 2: Medium Risk (Standard)
23,75000,RENT,4.0,PERSONAL,C,6000,13.98,0,0.08,True,2,4.0,13.98,0.08,1,Tier 1: Low Risk (Prime)
23,60000,RENT,4.0,PERSONAL,C,5000,13.98,0,0.08,True,2,4.0,13.98,0.083,1,Tier 1: Low Risk (Prime)
23,45000,RENT,4.0,PERSONAL,C,4800,13.98,0,0.11,True,2,4.0,13.98,0.107,1,Tier 1: Low Risk (Prime)
22,32112,MORTGAGE,4.0,PERSONAL,C,15000,13.98,0,0.47,False,3,4.0,13.98,0.467,0,Tier 3: High Risk (Subprime)
